file_name,mode,audio_link,,,,,,,,,,,,,,,,,,,,
./audio/18 ሊጦን ጸልዩ.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘቀዳም ስዑር (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/18 ሊጦን ዘቀዳም ስዑር 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘቀዳም ስዑር (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/23 ሊጦን ዘረቡዕ አራራይ 1.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ አራራይ (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/23 ሊጦን ዘረቡዕ አራራይ 2.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ አራራይ (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/23 ሊጦን ዘረቡዕ አራራይ 3.mp3,araray,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/ሊጦን/ሊጦን ዘረቡዕ አራራይ (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/1 ግዕዝ-መስተብቊዕ በእንተ ዱያን 1 ወካዕበ.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/መስተብቊዕ በእንተ ዱያን 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/1 ግዕዝ-መስተብቊዕ በእንተ ዱያን 3 እግዚአብሔር.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/መስተብቊዕ በእንተ ዱያን 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/1 ግዕዝ-መስተብቊዕ በእንተ ዱያን 5 መፈውሰ ነፍስ.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/2 ግዕዝ-መስተብቊዕ በእንተ እለ ይነግዱ 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ እለ ይነግዱ (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/2 ግዕዝ-መስተብቊዕ በእንተ እለ ይነግዱ 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ እለ ይነግዱ (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/2 ግዕዝ-መስተብቊዕ በእንተ እለ ይነግዱ 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ እለ ይነግዱ (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/2 ግዕዝ-መስተብቊዕ በእንተ እለ ይነግዱ 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ እለ ይነግዱ (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/2 ግዕዝ-መስተብቊዕ በእንተ እለ ይነግዱ 5.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ እለ ይነግዱ (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/3 ግዕዝ-መስተብቊዕ በእንተ ዝናማት 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዝናማት (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/3 ግዕዝ-መስተብቊዕ በእንተ ዝናማት 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዝናማት (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/3 ግዕዝ-መስተብቊዕ በእንተ ዝናማት 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዝናማት (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/3 ግዕዝ-መስተብቊዕ በእንተ ዝናማት 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዝናማት (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/3 ግዕዝ-መስተብቊዕ በእንተ ዝናማት 5.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዝናማት (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ግዕዝ-መስተብቊዕ በእንተ ፍሬ ምድር 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ፍሬ ምድር (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ግዕዝ-መስተብቊዕ በእንተ ፍሬ ምድር 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ፍሬ ምድር (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ግዕዝ-መስተብቊዕ በእንተ ፍሬ ምድር 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ፍሬ ምድር (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ግዕዝ-መስተብቊዕ በእንተ ፍሬ ምድር 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ፍሬ ምድር (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/4 ግዕዝ-መስተብቊዕ በእንተ ፍሬ ምድር 5.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ፍሬ ምድር (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/5 ግዕዝ-መስተብቊዕ በእንተ ማያተ አፍላግ 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ማያተ አፍላግ (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/5 ግዕዝ-መስተብቊዕ በእንተ ማያተ አፍላግ 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ማያተ አፍላግ (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/5 ግዕዝ-መስተብቊዕ በእንተ ማያተ አፍላግ 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ማያተ አፍላግ (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/6 ግዕዝ-መስተብቊዕ በእንተ ሀገር 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሀገር (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/6 ግዕዝ-መስተብቊዕ በእንተ ሀገር 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሀገር (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/6 ግዕዝ-መስተብቊዕ በእንተ ሀገር 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሀገር (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/6 ግዕዝ-መስተብቊዕ በእንተ ሀገር 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሀገር (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/6 ግዕዝ-መስተብቊዕ በእንተ ሀገር 5.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሀገር (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/7 ግዕዝ-መስተብቊዕ በእንተ ኖሙ 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ኖሙ (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/8 ግዕዝ-መስተብቊዕ በእንተ ንዑሰ ክርስቲያን 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ንዑሰ ክርስቲያን (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/8 ግዕዝ-መስተብቊዕ በእንተ ንዑሰ ክርስቲያን 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ንዑሰ ክርስቲያን (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/8 ግዕዝ-መስተብቊዕ በእንተ ንዑሰ ክርስቲያን 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ንዑሰ ክርስቲያን (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/8 ግዕዝ-መስተብቊዕ በእንተ ንዑሰ ክርስቲያን 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ንዑሰ ክርስቲያን (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/8 ግዕዝ-መስተብቊዕ በእንተ ንዑሰ ክርስቲያን 5.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ንዑሰ ክርስቲያን (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/9 ግዕዝ-መስተብቊዕ በእንተ ሰላም 1.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሰላም (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/9 ግዕዝ-መስተብቊዕ በእንተ ሰላም 2.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሰላም (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/9 ግዕዝ-መስተብቊዕ በእንተ ሰላም 3.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሰላም (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/9 ግዕዝ-መስተብቊዕ በእንተ ሰላም 4.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሰላም (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/9 ግዕዝ-መስተብቊዕ በእንተ ሰላም 5.mp3,geez,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ሰላም (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/10 መስተብቊዕ ዘእግዝእትነ ማርያም 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘእግዝእትነ ማርያም (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/10 መስተብቊዕ ዘእግዝእትነ ማርያም 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘእግዝእትነ ማርያም (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/10 መስተብቊዕ ዘእግዝእትነ ማርያም 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘእግዝእትነ ማርያም (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/10 መስተብቊዕ ዘእግዝእትነ ማርያም 4_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘእግዝእትነ ማርያም (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/10 መስተብቊዕ ዘእግዝእትነ ማርያም 4_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘእግዝእትነ ማርያም (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 መስተብቊዕ ዘመስቀል 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘመስቀል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 መስተብቊዕ ዘመስቀል 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘመስቀል (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 መስተብቊዕ ዘመስቀል 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘመስቀል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 መስተብቊዕ ዘመስቀል 4_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘመስቀል (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 መስተብቊዕ ዘመስቀል 4_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘመስቀል (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/11 መስተብቊዕ ዘመስቀል 4_3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘመስቀል (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 መስተብቊዕ ዘሙታን 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 መስተብቊዕ ዘሙታን 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 መስተብቊዕ ዘሙታን 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 መስተብቊዕ ዘሙታን 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 መስተብቊዕ ዘሙታን 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 መስተብቊዕ ዘሙታን 6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን (6).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 መስተብቊዕ ዘሙታን 7.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን (7).mp3,,,,,,,,,,,,,,,,,,,,
./audio/12 መስተብቊዕ ዘሙታን 8.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን (8).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 1_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 1_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 1_3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (5).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 6.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (6).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 7_1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (7).mp3,,,,,,,,,,,,,,,,,,,,
./audio/13 መስተብቊዕ ዘሙታን እግዚአ ሕያዋን 7_2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ ዘሙታን እግዚአ ሕያዋን (7).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 መስተብቊዕ በእንተ ዱያን ዕዝል 1.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን ዕዝል (1).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 መስተብቊዕ በእንተ ዱያን ዕዝል 2.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን ዕዝል (2).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 መስተብቊዕ በእንተ ዱያን ዕዝል 3.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን ዕዝል (3).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 መስተብቊዕ በእንተ ዱያን ዕዝል 4.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን ዕዝል (4).mp3,,,,,,,,,,,,,,,,,,,,
./audio/14 መስተብቊዕ በእንተ ዱያን ዕዝል 5.mp3,ezil,https://eathebook.org/zema_bet/መስተብቊዕና ሰዓታት/ኪዳንና ሰዓታት/መስተብቊዕ/መስተብቊዕ በእንተ ዱያን ዕዝል (5).mp3,,,,,,,,,,,,,,,,,,,,
